module_id;temperature;voltage;ts;utc_ts;timestamp;current;irradiation
1380556833917718;-273.2;24.9;Sun Jun 30 2019 05:09:43 GMT+0200 (CEST);Sun Jun 30 2019 03:09:43 GMT+0200 (CEST);1561864183000;0;0.74
1380556833917718;-273.2;24.9;Sun Jun 30 2019 05:11:40 GMT+0200 (CEST);Sun Jun 30 2019 03:11:40 GMT+0200 (CEST);1561864300000;0;1.43
1380556833917718;-273.2;24.9;Sun Jun 30 2019 05:13:38 GMT+0200 (CEST);Sun Jun 30 2019 03:13:38 GMT+0200 (CEST);1561864418000;0;1.8
1380556833917718;-273.2;33.9;Sun Jun 30 2019 05:35:42 GMT+0200 (CEST);Sun Jun 30 2019 03:35:42 GMT+0200 (CEST);1561865742000;0;10.16
1380556833917718;13.9;27.9;Sun Jun 30 2019 05:37:38 GMT+0200 (CEST);Sun Jun 30 2019 03:37:38 GMT+0200 (CEST);1561865858000;0;10.68
1380556833917718;13.9;26.9;Sun Jun 30 2019 05:39:35 GMT+0200 (CEST);Sun Jun 30 2019 03:39:35 GMT+0200 (CEST);1561865975000;0;11.5
1380556833917718;13.9;26.4;Sun Jun 30 2019 05:41:32 GMT+0200 (CEST);Sun Jun 30 2019 03:41:32 GMT+0200 (CEST);1561866092000;0;12.41
1380556833917718;13.9;24.5;Sun Jun 30 2019 05:43:29 GMT+0200 (CEST);Sun Jun 30 2019 03:43:29 GMT+0200 (CEST);1561866209000;0;13.73
1380556833917718;13.9;23.4;Sun Jun 30 2019 05:45:25 GMT+0200 (CEST);Sun Jun 30 2019 03:45:25 GMT+0200 (CEST);1561866325000;0;14.09
1380556833917718;13.9;22.7;Sun Jun 30 2019 05:47:29 GMT+0200 (CEST);Sun Jun 30 2019 03:47:29 GMT+0200 (CEST);1561866449000;0;14.68
1380556833917718;13.9;22.8;Sun Jun 30 2019 05:49:58 GMT+0200 (CEST);Sun Jun 30 2019 03:49:58 GMT+0200 (CEST);1561866598000;0;15.76
1380556833917718;13.9;23.9;Sun Jun 30 2019 05:51:56 GMT+0200 (CEST);Sun Jun 30 2019 03:51:56 GMT+0200 (CEST);1561866716000;0;16.56
1380556833917718;12.4;24.2;Sun Jun 30 2019 05:53:52 GMT+0200 (CEST);Sun Jun 30 2019 03:53:52 GMT+0200 (CEST);1561866832000;0;17.55
1380556833917718;12.4;24.6;Sun Jun 30 2019 05:55:49 GMT+0200 (CEST);Sun Jun 30 2019 03:55:49 GMT+0200 (CEST);1561866949000;0;18.68
1380556833917718;13.9;25.2;Sun Jun 30 2019 05:57:47 GMT+0200 (CEST);Sun Jun 30 2019 03:57:47 GMT+0200 (CEST);1561867067000;0;20.53
1380556833917718;13.9;25.6;Sun Jun 30 2019 05:59:44 GMT+0200 (CEST);Sun Jun 30 2019 03:59:44 GMT+0200 (CEST);1561867184000;0;20.97
1380556833917718;13.9;26.3;Sun Jun 30 2019 06:01:41 GMT+0200 (CEST);Sun Jun 30 2019 04:01:41 GMT+0200 (CEST);1561867301000;0;21.83
1380556833917718;13.9;26.8;Sun Jun 30 2019 06:03:38 GMT+0200 (CEST);Sun Jun 30 2019 04:03:38 GMT+0200 (CEST);1561867418000;0;24.23
1380556833917718;13.9;27.4;Sun Jun 30 2019 06:05:42 GMT+0200 (CEST);Sun Jun 30 2019 04:05:42 GMT+0200 (CEST);1561867542000;0;25.92
1380556833917718;14.4;27.7;Sun Jun 30 2019 06:07:39 GMT+0200 (CEST);Sun Jun 30 2019 04:07:39 GMT+0200 (CEST);1561867659000;0;25.92
1380556833917718;14.4;27.9;Sun Jun 30 2019 06:09:40 GMT+0200 (CEST);Sun Jun 30 2019 04:09:40 GMT+0200 (CEST);1561867780000;0;28.06
1380556833917718;15.9;27.3;Sun Jun 30 2019 06:11:38 GMT+0200 (CEST);Sun Jun 30 2019 04:11:38 GMT+0200 (CEST);1561867898000;0;28.87
1380556833917718;15.9;24.8;Sun Jun 30 2019 06:13:35 GMT+0200 (CEST);Sun Jun 30 2019 04:13:35 GMT+0200 (CEST);1561868015000;0.1;28.63
1380556833917718;15.9;24.4;Sun Jun 30 2019 06:15:32 GMT+0200 (CEST);Sun Jun 30 2019 04:15:32 GMT+0200 (CEST);1561868132000;0.1;29.47
